name,gender,birthyear,hpi,group
Jaya Prada,F,1962,50.67507217196488,28
Jérôme Ferrari,M,1968,50.67463220192441,28
Nico,F,1970,50.67381300580111,28
Igor Simutenkov,M,1973,50.6735586813171,28
Blanca Soto,F,1979,50.67349687126948,28
Richard O. Covey,M,1946,50.673422545129824,28
Fernando Gómez,M,1965,50.67136816735567,28
Carol Lewis,F,1963,50.669448386271874,28
Al Jean,M,1961,50.669338329479395,28
Bill Burr,M,1968,50.66630952983109,28
Becca Fitzpatrick,F,1979,50.66593888034194,28
Peter Møller,F,1972,50.66575878041737,28
Juli Zeh,F,1974,50.66525248469772,28
Roy D. Bridges Jr.,M,1943,50.665092544908106,28
Anthony Parker,M,1975,50.6648532752203,28
Rick McCallum,M,1954,50.66438493863732,28
Genar Andrinúa,F,1964,50.663011157925354,28
Larry Craig,M,1945,50.66291455417305,28
Markus Wasmeier,M,1963,50.662503121332136,28
Shane Gould,F,1956,50.66235523866628,28
Madge Evans,F,1909,50.6617311262052,28
Adrián Annus,M,1973,50.66099406860923,28
Mike Watt,M,1957,50.66065253306545,28
Hattie Wyatt Caraway,F,1878,50.65958554293417,27
Luiz Carlos Pereira,M,1960,50.65945497142296,28
Seth Meyers,M,1973,50.659318450744976,28
Koji Uehara,M,1975,50.659278292823245,28
Louis Baillon,M,1881,50.6591777997367,27
Denis Caniza,M,1974,50.65854941988212,28
Madhav Kumar Nepal,M,1953,50.65775306493209,28
Santiago Lange,M,1961,50.65768139505829,28
Kristy McNichol,F,1962,50.65750077942549,28
Javier Sicilia,M,1956,50.65739511300855,28
Bob Tisdall,M,1907,50.65733043531167,28
Karol Kučera,M,1974,50.656469548947705,28
Sergio Berti,F,1969,50.655777039211166,28
Nagarjuna,M,1959,50.65561680930238,28
Ishmael Reed,M,1938,50.655140079470584,28
George Stephanopoulos,M,1961,50.654411597873754,28
Nadia Ali,F,1980,50.653740651396504,28
Kevin Willis,M,1962,50.65249238339167,28
Sam Brownback,M,1956,50.65231187779802,28
Gabriela Duarte,F,1974,50.65216507286661,28
Ángeles Caso,F,1959,50.65213352195895,28
Peter Goldreich,M,1939,50.65210662861223,28
Toni Gardemeister,M,1975,50.65204293840123,28
Christophe Moreau,M,1971,50.650966989326285,28
Gale Storm,F,1922,50.6507836673019,28
Cory Doctorow,M,1971,50.65044893059337,28
Sylvain Distin,M,1977,50.64817895245183,28
Yelena Yelesina,F,1970,50.647798715098126,28
Anni Friesinger-Postma,F,1977,50.64772342958326,28
Miroslav Mentel,F,1962,50.64710529706052,28
Tony Shelly,M,1937,50.646184815489285,28
Lisa Leslie,F,1972,50.64610089016841,28
Michal Viewegh,M,1962,50.64582637740119,28
Barbara Dex,F,1974,50.64550106659671,28
Junko Minagawa,F,1975,50.64543329134485,28
GZA,M,1966,50.64527954519863,28
Rachel Miner,F,1980,50.644409329267795,28
Madeleine Peyroux,F,1974,50.644193801761965,28
David Nutter,M,1960,50.64380998174963,28
Oscar Wirth,M,1955,50.64270627683224,28
Brooke Langton,F,1970,50.64263308250936,28
Ilija Trojanow,M,1965,50.64150258422466,28
Ken Liu,M,1976,50.6390843417421,28
Mogens Krogh,M,1963,50.638207301309265,28
Venio Losert,M,1976,50.63796881057649,28
Irene Ryan,F,1902,50.63743741578571,28
Robert Thirsk,M,1953,50.637425345277585,28
Deniz Aytekin,M,1978,50.6369638934969,28
Kazuyuki Toda,M,1977,50.63643079676883,28
José Luis Arrieta,M,1971,50.63638083363547,28
Graeme Le Saux,M,1968,50.63514118502737,28
Artis Pabriks,M,1966,50.63496009509366,28
Soraya Post,F,1956,50.634873904042486,28
Gary Lux,M,1959,50.63456952713193,28
Galina Malchugina,F,1962,50.63450549401175,28
Simon Gerrans,M,1980,50.63426981307279,28
Takashi Fukunishi,M,1976,50.63214310799789,28
Robin Finck,M,1971,50.63176355201551,28
Shamsul Maidin,M,1966,50.63156143655805,28
Michael Fincke,M,1967,50.6314230320085,28
Jennifer Lien,F,1974,50.63136772237175,28
Avijit Roy,M,1972,50.630897426665896,28
Kavita Krishnamurthy,F,1958,50.63088732688618,28
Niša Saveljić,M,1970,50.63054244940842,28
Marcus du Sautoy,M,1965,50.629684386031336,28
Yoshi Tatsu,M,1977,50.62892503951567,28
Cyril Suk,M,1967,50.62816304895064,28
Jeremy Strong,M,1978,50.62695850573873,28
Mark Knowles,M,1971,50.62639285420405,28
Judith Rakers,F,1976,50.62468683229562,28
Ovidiu Stîngă,M,1972,50.624594317871015,28
Jens Keller,M,1970,50.62454238223334,28
Todd Woodbridge,M,1971,50.62424100274878,28
Joe Duplantier,M,1976,50.624221895501385,28
Paul Robinson,M,1979,50.62299999565024,28
Alexey Dreev,M,1969,50.62260314416013,28
Ken Page,M,1954,50.62254811633112,28
Michael S. Hopkins,M,1968,50.62243256601017,28
Natalia Gherman,F,1969,50.62197494053027,28
Sendhil Ramamurthy,M,1974,50.621321527182715,28
Angela Cavagna,F,1966,50.6205232708741,28
Maria Ressa,F,1963,50.61998575283821,28
Vijay Singh,M,1963,50.61917214632203,28
Rajkumar Hirani,M,1962,50.61885007501943,28
Samira Makhmalbaf,F,1980,50.618743726403,28
David X. Cohen,M,1966,50.61869827682063,28
Georg Totschnig,F,1971,50.617734210866885,28
Tadej Valjavec,M,1977,50.616942059390915,28
Minori Chihara,F,1980,50.61683833819209,28
Oleg Pashinin,M,1974,50.614897247477835,28
Masataka Imai,M,1959,50.61372616238363,28
Daniel Majstorović,M,1977,50.612005249498125,28
Janet L. Kavandi,F,1959,50.61155389703339,28
Patrick Ouchène,M,1966,50.611008494977426,28
Giorgio A. Tsoukalos,M,1978,50.609525437384555,28
Katie Barberi,F,1972,50.60937416213486,28
John Hickenlooper,M,1952,50.60519244564613,28
Tom Whittaker,M,1898,50.60459197161333,27
Manon Bollegraf,F,1964,50.604135475289105,28
Nino Salukvadze,F,1969,50.60395467821755,28
Ann Romney,F,1949,50.6035882511963,28
Keiji Kaimoto,M,1972,50.60327655916472,28
Annette Crosbie,F,1934,50.6007438819955,28
Souleymanou Hamidou,M,1973,50.60062218931281,28
Lee Greenwood,M,1942,50.599469361128754,28
Josh Pais,M,1958,50.59840040331174,28
Josh Schwartz,F,1976,50.59676268624278,28
Marek Ostrowski,F,1959,50.596506551077006,28
Adele Jergens,F,1917,50.59625563782959,28
Nathalie Loiseau,F,1964,50.59377236592959,28
Luca Fusi,M,1963,50.59329531961121,28
Yelena Podkaminskaya,F,1979,50.59226781042865,28
Jenny Thompson,F,1973,50.59146794295706,28
Elden Henson,M,1977,50.59059647913921,28
Charley Boorman,M,1966,50.59019598590737,28
Gianluca Basile,M,1975,50.5898345500623,28
Liliya Nurutdinova,F,1963,50.58934433530052,28
Max Greenfield,M,1980,50.58901110186783,28
Khil Raj Regmi,M,1949,50.587817855846936,28
Gergely Karácsony,M,1975,50.58657985920627,28
Javier Manjarín,F,1969,50.584668961746765,28
Rimi Natsukawa,F,1973,50.58388141826602,28
Paul Kipkoech,M,1963,50.58150575100134,28
Gary Trousdale,M,1960,50.57914491749089,28
Wang Nan,F,1978,50.57896469034744,28
Bruce Bowen,M,1971,50.578917123255216,28
Shahzoda,F,1979,50.57696433394876,28
Hans Vonk,F,1970,50.57687254620709,28
Marin Raykov,M,1960,50.57622744151375,28
Frank Bello,M,1965,50.57528572752292,28
Benito Martinez,F,1971,50.57469932577704,28
John Fitzgerald,M,1960,50.57276341709112,28
Faudel,M,1978,50.57246297244801,28
Per Krøldrup,M,1979,50.572458318174974,28
Javier Valdez Cárdenas,M,1967,50.57067686609531,28
Ilia Kulik,M,1977,50.56983361865042,28
Hugh MacDiarmid,M,1892,50.56916178230329,27
Helmut Roleder,M,1953,50.56877103400598,28
Chimediin Saikhanbileg,M,1969,50.568040140669616,28
Eva Habermann,F,1976,50.56663032400304,28
Steve Marlet,M,1974,50.56626007595711,28
Gustavo Endres,M,1975,50.56595731527839,28
Mark Arm,M,1962,50.565527356551726,28
John Landy,M,1930,50.56503956676855,28
Wade Barrett,M,1980,50.56253561005155,28
Hannah Simone,F,1980,50.561381453675935,28
David Saint-Jacques,F,1970,50.560662000664905,28
Lalla Ward,F,1951,50.56006502449806,28
Nicole Ari Parker,F,1970,50.55973406504007,28
Nicu Vlad,M,1963,50.55666263009374,28
Ray Bourque,M,1960,50.555710085498696,28
Lee Soo-young,F,1979,50.555229269226224,28
Henry Jackman,M,1974,50.55522773714633,28
Andrius Mamontovas,M,1967,50.55496704826953,28
Ruth Jacott,F,1960,50.55462851195676,28
Carter Bays,M,1975,50.55425550555495,28
Abel Antón,M,1962,50.5541454548416,28
Giannis Goumas,M,1975,50.55396965978964,28
Kevin Lima,M,1962,50.5537157724889,28
Sylvain Chavanel,M,1979,50.55307305451794,28
Raimo Helminen,M,1964,50.55165356952231,28
Bea Benaderet,F,1906,50.5515752823969,28
Nils Johan Semb,M,1959,50.55157080762785,28
Bryan Douglas,M,1934,50.55033177141552,28
Mauricio Pineda,M,1975,50.55028365030436,28
José María Olazábal,M,1966,50.54892886866854,28
Slavko Goluža,M,1971,50.547762828750876,28
Alvin Ceccoli,M,1974,50.54679185384472,28
Stéphanie Szostak,F,1975,50.546207358606864,28
Willie Banks,M,1956,50.54610538920705,28
Lisa Martinek,F,1972,50.54600391575256,28
Alexandra Neldel,F,1976,50.545582768845506,28
Nicoleta Alexandru,F,1968,50.54515695969085,28
Hege Riise,F,1969,50.54277910540271,28
Dan Swanö,M,1973,50.542620381560035,28
Amy Heckerling,F,1954,50.54178347004729,28
Kazuya Maekawa,M,1968,50.54057621287054,28
Nan Grey,F,1918,50.53932429653059,28
Ilya Tsymbalar,M,1969,50.538915063013526,28
Rita Guerra,F,1967,50.538799569863386,28
Mauricio Serna,M,1968,50.53860343533445,28
Durs Grünbein,M,1962,50.538427575947225,28
Lars Christiansen,M,1972,50.53616249699304,28
Priyanka Gandhi,F,1972,50.53555896140926,28
David Herd,M,1934,50.53517274983874,28
Georg Hackl,M,1966,50.5338195036356,28
Roy Tarpley,M,1964,50.53350205327524,28
Hannelore Anke,F,1957,50.531065597464504,28
Malena Alterio,F,1974,50.53084967486161,28
Guy Maddin,M,1956,50.5298547371306,28
Mylène Jampanoï,F,1980,50.529009884486555,28
Javier Otxoa,M,1974,50.527759484711936,28
Dave Sexton,M,1930,50.52727541621867,28
Jurica Vranješ,M,1980,50.5268228972647,28
Steve Clarke,M,1963,50.526455587867154,28
Tadashi Nakamura,M,1971,50.52632715899306,28
Azad,M,1973,50.523749920366626,28
Aunjanue Ellis,F,1969,50.52302247043775,28
Beth Heiden,F,1959,50.52296710956284,28
David Lovering,M,1961,50.52171790927746,28
Javier Calleja,M,1978,50.52059170893384,28
Jacky Durand,M,1967,50.51869970002351,28
Roberto Cammarelle,M,1980,50.51638824992122,28
Ilse Aigner,F,1964,50.51474395036284,28
Lutz Heßlich,M,1959,50.51451812963403,28
Barbara Cook,F,1927,50.51246028799628,28
Rachid Azzouzi,M,1971,50.51236385869037,28
Carlos Germano,F,1970,50.5120857484346,28
Adiel de Oliveira Amorim,M,1980,50.5116381961188,28
Christian Oliver,M,1972,50.50949921846753,28
James Key,M,1972,50.50871063622866,28
Florian Gallenberger,M,1972,50.508556361085766,28
Ayan Sadakov,F,1961,50.50845449143323,28
Carl Hiaasen,M,1953,50.50830266907405,28
Chris Ferguson,M,1963,50.506237979830104,28
Xu Haifeng,M,1957,50.50616735636796,28
Dolores Gray,F,1924,50.50594049831173,28
Richard Jeni,M,1957,50.505743422963285,28
Manfred Binz,M,1965,50.50402011285739,28
Ervin Skela,M,1976,50.503665873716486,28
Roger García,M,1976,50.502567100200245,28
Tudor Casapu,M,1963,50.50230387889573,28
Lulzim Basha,M,1974,50.501298139355654,28
Frances Reid,F,1914,50.50027111495099,28
Brandy Norwood,F,1979,50.49999078212832,28
John Boozman,M,1950,50.49988114212011,28
Maja Haderlap,F,1961,50.49893535843657,28
Molly Sims,F,1973,50.49877917242057,28
Didier Défago,M,1977,50.49873598410637,28
Seppo Räty,M,1962,50.498506314667736,28
Jewel,F,1974,50.49826077483295,28
Tamarine Tanasugarn,F,1977,50.49807296787645,28
Thomas Bergersen,M,1980,50.49798730574642,28
Augustin Matata Ponyo,M,1964,50.49775234843639,28
Tim Montgomery,M,1975,50.49475828905963,28
Radoslav Zabavník,M,1980,50.49345062590813,28
Sofia Polgár,F,1974,50.492976051402586,28
Stefan Rehn,M,1966,50.491752583817615,28
Sıla,F,1980,50.49154344586695,28
Luis Amaranto Perea,M,1979,50.490898865104555,28
Luís Boa Morte,M,1977,50.49030815917461,28
Daniar Usenov,F,1960,50.48557403290096,28
Choi Jin-cheul,M,1971,50.485466423207264,28
Pascal Chimbonda,M,1979,50.485459480939326,28
Thomas Frischknecht,M,1970,50.48412410699172,28
Debby Boone,F,1956,50.48219689525919,28
Yoshiaki Shimojo,M,1954,50.482123151933656,28
Michael Fallon,M,1952,50.482080936066865,28
Andy Thomas,M,1951,50.481957980951165,28
László Bodrogi,M,1976,50.4811465434111,28
Artur Petrosyan,M,1971,50.47979788368004,28
Chelsea Charms,F,1976,50.479541481829855,28
Guinevere Turner,F,1968,50.478886945648824,28
Mehdi Nafti,M,1978,50.47864131127839,28
Sherri Saum,F,1974,50.4785871442584,28
Joseph B. Foraker,M,1846,50.478559089325074,27
Jürgen Macho,M,1977,50.476329399417544,28
Vyacheslav Shevchuk,M,1979,50.47551957296053,28
Jiang Jin,M,1968,50.475145239641506,28
Jake Kasdan,M,1974,50.47487843983712,28
Francesc Arnau,M,1975,50.47487695201356,28
Kasia Kowalska,F,1973,50.47333598331579,28
Mohamed Barakat,M,1976,50.47303041859606,28
Vernon Reid,M,1958,50.47231411005748,28
Brian McKnight,M,1969,50.47096615482852,28
Aldo Duscher,M,1979,50.4696772339463,28
Mike Dunleavy,M,1961,50.46810305650115,28
James Patrick Kelly,M,1951,50.46686552458227,28
Maryon Pittman Allen,F,1925,50.46642553700552,28
Kiran Rao,F,1973,50.46608574609554,28
Kenny Anthony,M,1951,50.46520366947154,28
Ute Geweniger,F,1964,50.46478712079568,28
Ian St John,M,1938,50.463117171986696,28
Lois Nettleton,F,1927,50.46215788533108,28
Megan Gallagher,F,1960,50.462073237047115,28
Aleš Čeh,M,1968,50.46143571908281,28
Ravi Shankar Prasad,M,1954,50.461388871947335,28
Miran Pavlin,M,1971,50.460613714659395,28
Ann Reinking,F,1949,50.46039706546312,28
Sławomir Skrzypek,M,1963,50.4593202481254,28
William Few,M,1748,50.458807382539675,26
Jennifer Paige,F,1973,50.45671048638014,28
Carla Gallo,F,1975,50.45604545469839,28
Florian David Fitz,M,1974,50.45450791508631,28
Danny Pudi,M,1979,50.45443522059675,28
Barry Jenkins,F,1979,50.45441955362741,28
Scott Storch,M,1973,50.45326938273139,28
Teruyoshi Ito,M,1974,50.452763173666,28
Catherine Burns,F,1945,50.45212300051932,28
Tim Walz,M,1964,50.45091162384203,28
Robert Scheidt,M,1973,50.45070517420165,28
Tonči Gabrić,M,1961,50.44993703532495,28
Capleton,M,1967,50.44946993488787,28
Frank Luck,M,1967,50.447713114646575,28
Elton Brand,M,1979,50.44673930909239,28
Claudio Miranda,M,1972,50.44611799422852,28
Charles Pinckney,M,1757,50.44512806346523,26
Stéphane Henchoz,M,1974,50.44479921748695,28
Dani García,M,1974,50.44374710365119,28
Abdelkrim El Hadrioui,M,1972,50.44367225407154,28
Jon McBride,M,1943,50.442771631311565,28
Hauwa Ibrahim,F,1968,50.43874012751393,28
Dana Rohrabacher,M,1947,50.43820073559779,28
Lola Ponce,F,1977,50.438034274677726,28
Richard Kingson,M,1978,50.43773323137471,28
Nic Pizzolatto,M,1975,50.43758237941906,28
Kristi Yamaguchi,F,1971,50.43735606217458,28
Lisa Miskovsky,F,1975,50.435389495645786,28
Kārlis Skrastiņš,M,1974,50.43324357624345,28
Magdalena Álvarez,F,1952,50.43289294207025,28
Amanda Donohoe,F,1962,50.42868924788291,28
Petr Zelenka,M,1967,50.428370837023216,28
Sandis Ozoliņš,M,1972,50.42813152042156,28
Jon Corzine,M,1947,50.42739118614627,28
Hiroshi Jofuku,M,1961,50.426414210549545,28
Yekaterina Fesenko,F,1958,50.42626962479235,28
Lenka Kotková,F,1973,50.42608985140373,28
Mini Andén,F,1978,50.42484822468824,28
Madhur Jaffrey,F,1933,50.42458531883742,28
Alexandre Gallo,M,1967,50.424503131231226,28
Paco Camarasa,M,1967,50.42335469739561,28
The D.O.C.,M,1968,50.422813021322526,28
Yoshiro Moriyama,M,1967,50.42260600304412,28
Debbie Stabenow,F,1950,50.42226416678422,28
Daniel Clowes,M,1961,50.42220647281852,28
Kossi Agassa,M,1978,50.42194948837045,28
Jonathan Knight,M,1968,50.420157389795094,28
Adam Curtis,M,1955,50.41952744553328,28
Murat Han,M,1975,50.41928539088907,28
Ameesha Patel,F,1975,50.41820994918138,28
Riadh Bouazizi,M,1973,50.417900284255985,28
Habib Beye,M,1977,50.417431896084985,28
MaliVai Washington,M,1969,50.41713458063288,28
George Clement Perkins,M,1839,50.41712148144932,27
Phil Bryant,M,1954,50.41569253133055,28
Hidehiko Shimizu,M,1954,50.41564420663572,28
Norma Cruz,F,1962,50.413629077416495,28
Sal Khan,M,1976,50.413616606957554,28
Raymond Kalla,M,1975,50.41324105072812,28
Petri Lindroos,M,1980,50.40965371763008,28
Cara Black,F,1979,50.40963992008482,28
Sue Ane Langdon,F,1936,50.40839701495037,28
Noriko Baba,F,1977,50.4071400466367,28
Gerald Mohr,M,1914,50.40676755522408,28
Ed Bradley,M,1941,50.406084261084054,28
Robert C. O'Brien,M,1966,50.40405151752136,28
Roma Downey,F,1960,50.402520997579224,28
Hal Smith,M,1916,50.40122770034001,28
Ricki Lake,F,1968,50.40075985283511,28
Warwick Brown,M,1949,50.39964696970514,28
Fábio Assunção,M,1971,50.39950904575374,28
Joachim Rønning,M,1972,50.399018664709224,28
Tetsuro Miura,M,1956,50.398794415421975,28
Jack Reed,M,1949,50.39839315891693,28
Karl Yune,M,1975,50.396292742205574,28
Hugh Shearer,M,1923,50.39575980080653,28
Junko Ozawa,F,1973,50.395237748802394,28
Don Chaney,M,1946,50.39498033890336,28
Wilhelm Molterer,M,1955,50.39496391389274,28
Chris Sawyer,M,1961,50.39317723649506,28
Siobhan Finneran,F,1966,50.393011034178315,28
Cahal Daly,M,1917,50.39225104446317,28
Miloš Tichý,M,1966,50.39212441711741,28
Brad William Henke,M,1966,50.392035686351115,28
Giovanni Stroppa,M,1968,50.39128969310317,28
Alexander Ramsey,M,1815,50.39100687214109,27
Katja Seizinger,F,1972,50.39081215871043,28
Marcelo Ramos,M,1973,50.3905102627645,28
Arnold Vanderlyde,M,1963,50.3894364003877,28
Raouf Bouzaiene,M,1970,50.38507792701904,28
Rahman Rezaei,M,1975,50.381325971394446,28
Roberto Palacios,M,1972,50.381248418125445,28
Bharrat Jagdeo,M,1964,50.37781479350372,28
Uma Bharti,F,1959,50.376478554005814,28
Marie Darrieussecq,F,1969,50.37520942148352,28
Ana Johnsson,F,1977,50.37409488854817,28
Jeff Astle,M,1942,50.3723299589661,28
Justyna Steczkowska,F,1972,50.370749223642335,28
Julie Halard-Decugis,F,1970,50.370041936148695,28
Evelyn Glennie,F,1965,50.3698210009804,28
Ken Anderson,M,1976,50.367482067701225,28
Egil Gjelland,M,1973,50.36719440947406,28
Susannah Harker,F,1965,50.36498110656228,28
Gina Holden,F,1975,50.36431160069438,28
Stéphane Grichting,M,1979,50.36387976079091,28
Maxi Mounds,F,1964,50.36350041955172,28
Igor Kokoškov,F,1971,50.36264112733264,28
Julius Korir,M,1960,50.36096886694868,28
Robert C. Cooper,M,1968,50.36030983510785,28
Miriam Defensor Santiago,F,1945,50.35869066541763,28
Werner Koch,M,1961,50.356996193104195,28
Malcolm Rifkind,M,1946,50.35609598858839,28
Pavel Kolobkov,M,1969,50.35585248448748,28
Miranda Hart,F,1972,50.35555700320379,28
Jean Carnahan,F,1933,50.35498323248749,28
Dutch Mantel,M,1949,50.35486563907738,28
Marcus Camby,M,1974,50.35205727330445,28
Mary Crosby,F,1959,50.35182184571028,28
Abu Hamza al-Masri,M,1958,50.35155882476737,28
Sheila Kelley,F,1961,50.3514992829377,28
Béla Fleck,M,1958,50.35106032806699,28
Malouma,F,1960,50.35078850359303,28
Stig Rästa,M,1980,50.349889900214144,28
Norberto Scoponi,M,1961,50.34848344122528,28
Daniele Orsato,M,1975,50.34833395666273,28
Cas Anvar,M,1966,50.34752186426496,28
Juan Manuel Gárate,M,1976,50.34407297882141,28
Ferdinand Coly,F,1973,50.343897872160554,28
Evanílson,M,1975,50.3438356939647,28
Jacco Eltingh,M,1970,50.342894149607886,28
Ueslei,M,1972,50.342782609422514,28
Dave Annable,M,1979,50.342751402352945,28
Mike Phelan,F,1962,50.342455463080256,28
Mohanlal,M,1960,50.34218188942751,28
Hannu Tihinen,M,1976,50.34178948049925,28
F. Drew Gaffney,M,1946,50.34043897261272,28
Jenny Erpenbeck,F,1967,50.34036989600117,28
Jun Suzuki,M,1961,50.33944960584621,28
Masaharu Suzuki,M,1970,50.33848419895186,28
Vladimir Muravyov,M,1959,50.33844678608496,28
Raudnei Anversa Freire,M,1965,50.33503815763506,28
Mary Lou McDonald,F,1969,50.33384131446019,28
Robert de Castella,M,1957,50.33310093047871,28
Rivers Cuomo,M,1970,50.3328762433481,28
Teemu Tainio,M,1979,50.33281174124007,28
Erna Siikavirta,F,1977,50.33251746199457,28
Salvador del Solar,M,1970,50.33073595886288,28
Bart Johnson,M,1970,50.33055943594909,28
Eloy Olaya,M,1964,50.3294172870688,28
Margarita Simonyan,F,1980,50.32856375320148,28
Teddy Sears,M,1977,50.32738000589237,28
Keith Newton,M,1941,50.32618775820223,28
John Barrasso,M,1952,50.32602355974925,28
Stefano Palmieri,M,1964,50.32526408511409,28
Bob Corker,M,1952,50.324457325311585,28
Adam Brown,M,1980,50.32437918783366,28
Anna Anka,F,1971,50.322585505375805,28
Jorge Bermúdez,M,1971,50.32221227413639,28
Dweezil Zappa,M,1969,50.321388434484,28
Sebastjan Cimirotič,M,1974,50.32070439568587,28
Artur Dmitriev,M,1968,50.319960702449826,28
Pascal Vahirua,M,1966,50.31940438145062,28
Helen Gourlay,F,1946,50.319284136696105,28
Eddie Jones,M,1971,50.31791253634034,28
Freddy Cannon,M,1936,50.31624935039108,28
Irakli Okruashvili,M,1973,50.31510194942356,28
Luc Holtz,M,1969,50.31493848505334,28
Joe Calzaghe,M,1972,50.31439408083461,28
Simon Kinberg,M,1973,50.31344731369063,28
Alex Mineiro,M,1975,50.31303798896409,28
Peter Joseph,M,1978,50.312609223114464,28
Holger Apfel,M,1970,50.3125515155021,28
Sergey Koplyakov,M,1959,50.31173235058965,28
Sandrine Testud,F,1972,50.31170579883541,28
Justin Kirk,M,1969,50.3104158334867,28
David Slade,M,1969,50.309969686103834,28
Eric Boe,M,1964,50.308735531320266,28
Cate Shortland,F,1968,50.30855102155652,28
Andrew Dominik,M,1967,50.30721139789644,28
Paul Tsongas,M,1941,50.307067503522894,28
Jussi Jääskeläinen,M,1975,50.30677192039515,28
Nadezhda Neynsky,F,1962,50.30586470068026,28
Ambra Angiolini,F,1977,50.302713365928945,28
Nell Carter,F,1948,50.302348583156125,28
Robin Cousins,M,1957,50.301951302816185,28
Laurent Robert,M,1975,50.30191351834342,28
Walter Davis,M,1954,50.3014306738485,28
Kamaliya,F,1977,50.3014251438792,28
Joel David Moore,M,1977,50.30117175986016,28
Jan Hřebejk,M,1967,50.299797676495935,28
Pornsak Songsaeng,M,1960,50.299263942625366,28
Masaaki Sawanobori,M,1970,50.29791271133125,28
Kana Ueda,F,1980,50.29696403771625,28
Diana Gurtskaya,F,1978,50.29636057462946,28
Dana Hill,F,1964,50.29620446040015,28
Ronnie Moran,M,1934,50.294034433823214,28
Cesaro,M,1980,50.29334045670052,28
Aaron Jeffery,M,1970,50.293018224832984,28
Gunning Bedford Jr.,M,1747,50.292029997729664,26
Rupert Penry-Jones,M,1970,50.290732696998845,28
Earnie Stewart,M,1969,50.28996851989534,28
Joey Santiago,M,1965,50.28975646689105,28
Ekaterini Thanou,F,1975,50.2889857690001,28
Milena Miconi,F,1971,50.28898104933599,28
Capucho,M,1972,50.28745792888069,28
Steve Francis,M,1977,50.28679412078042,28
Johnathon Schaech,M,1969,50.28627824762999,28
Gabby Giffords,F,1970,50.28560281165601,28
Paolo Bacigalupi,M,1972,50.285434372007224,28
Julia Campbell,F,1962,50.284988444519875,28
Peter Norvig,M,1956,50.28383718208466,28
Silvia Colloca,F,1977,50.28367887732849,28
Lynn Carlin,F,1938,50.28342635616073,28
Peter Schöttel,M,1967,50.28315802338504,28
Kevin Rankin,M,1976,50.2819374517743,28
Buck Williams,M,1960,50.28132991966121,28
Irina Vlah,F,1974,50.280528809748546,28
Mirko Slomka,F,1967,50.28046638535715,28
Nikola Jerkan,M,1964,50.27775667181097,28
Tatsuhiko Kubo,M,1976,50.276515631548754,28
Sabine Braun,F,1965,50.276493084191706,28
Igor Štimac,M,1967,50.27466754718345,28
Brian McGuire,M,1945,50.273918592713606,28
Frances Langford,F,1913,50.27371825301843,28
Gary Winick,M,1961,50.27338297185818,28
Marko Kon,M,1972,50.27218722941398,28
Wolfgang Feiersinger,M,1965,50.27130742050888,28
Sven Nys,M,1976,50.27126423577786,28
Satoru Mochizuki,M,1964,50.27123485196479,28
Joseph-Désiré Job,M,1977,50.26939278487634,28
Rodica Arba,F,1962,50.269063561871015,28
Jonathan Ross,M,1960,50.26871914016953,28
Mac Davis,M,1942,50.26535358001948,28
Gène Hanssen,M,1959,50.26438945626224,28
Malcolm Macdonald,M,1950,50.26278228682333,28
Abdelilah Saber,M,1974,50.26196699133156,28
Ninoslav Marina,M,1974,50.26136249078191,28
Laidback Luke,M,1976,50.26088563025026,28
Keith Greene,M,1938,50.2608007767416,28
Jakub Janda,M,1978,50.260341114949014,28
Joey Yung,F,1980,50.25910642803033,28
Therese Alshammar,F,1977,50.25754713028833,28
Otto Konrad,M,1964,50.25715304354847,28
Anders Aukland,M,1972,50.25709792121327,28
Domenico Di Carlo,M,1964,50.25533615414715,28
Thomas Langmann,M,1971,50.255188554904294,28
Manuel Beltrán,M,1971,50.25475371148402,28
Kevin Phillips,M,1973,50.25425183869435,28
Joseph R. Tanner,M,1950,50.25378035080856,28
Hicham Arazi,M,1973,50.249049091083066,28
Nicholas Bishop,M,1973,50.24835771515097,28
Amanda Redman,F,1957,50.24725572565483,28
Sean Waltman,M,1972,50.24676545879395,28
Caesar Augustus Rodney,M,1772,50.245369350330485,26
Paola Rey,F,1979,50.24265987575812,28
Bill Ayers,M,1944,50.242422041377374,28
Hyun Jung-hwa,F,1969,50.241324351179195,28
Michaela Dorfmeister,F,1973,50.23983992745644,28
Rob Corddry,M,1971,50.23962354865144,28
Lee Aaron,F,1962,50.239091106062595,28
Kyo,M,1976,50.23871526184225,28
David Bateson,M,1960,50.23860876766965,28
José Luís Vidigal,M,1973,50.23814939221596,28
Jack Thompson,M,1951,50.23776456091039,28
Roel Reiné,M,1970,50.237741186992395,28
Michel Ancel,M,1972,50.23730007314385,28
Dimitris Lyacos,M,1966,50.23692181569134,28
Igor Astarloa,M,1976,50.23437769033495,28
Elijah Cummings,M,1951,50.233732904285944,28
Péter Szijjártó,M,1978,50.23373125095258,28
Angela Kinsey,F,1971,50.23314813819264,28
Andrei Cherkasov,M,1970,50.23304990064716,28
Vani Jairam,F,1945,50.231908093397685,28
Harry Anderson,M,1952,50.23086095470981,28
Tor Hogne Aarøy,M,1977,50.230730405323854,28
Alexander Beyer,M,1973,50.22868229004524,28
Ernie Sabella,M,1949,50.228289610360314,28
Albert Montañés,M,1980,50.22797288606703,28
